id|wallet_id|value|created_at|status
wa4666431990-bzd-1707036710-SHe6XV|wa4666431990-bzd|159.06|2024-02-04 08:51:50|Successful
wa4666431990-bzd-1736423909-PR3Fdw|wa4666431990-bzd|25.06|2025-01-09 11:58:29|Successful
wa4666431990-bzd-1714920562-c4fgVe|wa4666431990-bzd|8.19|2024-05-05 14:49:22|Successful
wa4666431990-bzd-1704888551-fqXEI9|wa4666431990-bzd|58.83|2024-01-10 12:09:11|Successful
wa4666431990-bzd-1725015301-BZWQ6e|wa4666431990-bzd|1.45|2024-08-30 10:55:01|Successful
wa4666431990-bzd-1720101131-Py9KIC|wa4666431990-bzd|157.2|2024-07-04 13:52:11|Successful
wa4666431990-bzd-1719312690-iMB7Ku|wa4666431990-bzd|78.44|2024-06-25 10:51:30|Successful
wa4666431990-bzd-1733214706-6gimfM|wa4666431990-bzd|141.09|2024-12-03 08:31:46|Successful
wa4666431990-bzd-1736494516-nzwV0v|wa4666431990-bzd|102.19|2025-01-10 07:35:16|Successful
wa4666431990-bzd-1736056257-67YvtT|wa4666431990-bzd|143.44|2025-01-05 05:50:57|Successful
wa4666431990-bzd-1723897707-mMWRWQ|wa4666431990-bzd|41.47|2024-08-17 12:28:27|Successful
wa4666431990-bzd-1719637539-CBrdxm|wa4666431990-bzd|142.66|2024-06-29 05:05:39|Successful
wa4666431990-bzd-1724405559-JhP66X|wa4666431990-bzd|4.14|2024-08-23 09:32:39|Successful
wa4666431990-bzd-1730763867-mhzRdK|wa4666431990-bzd|85.42|2024-11-04 23:44:27|Successful
wa4666431990-bzd-1716679085-N5jyb0|wa4666431990-bzd|109.15|2024-05-25 23:18:05|Successful
wa4666431990-bzd-1734324933-110z26|wa4666431990-bzd|28.46|2024-12-16 04:55:33|Successful
wa4666431990-bzd-1723994981-BnPMg1|wa4666431990-bzd|75.41|2024-08-18 15:29:41|Successful
wa4666431990-bzd-1728533878-2Dwgf3|wa4666431990-bzd|11.3|2024-10-10 04:17:58|Successful
wa4666431990-bzd-1719571730-OCOSk3|wa4666431990-bzd|135.64|2024-06-28 10:48:50|Successful
wa4666431990-bzd-1720258514-gwePNz|wa4666431990-bzd|191.17|2024-07-06 09:35:14|Successful
wa4666431990-bzd-1718324283-qslKhT|wa4666431990-bzd|150.93|2024-06-14 00:18:03|Successful
wa4666431990-bzd-1731364487-RkjoYG|wa4666431990-bzd|171.01|2024-11-11 22:34:47|Successful
wa4666431990-bzd-1717095596-k4vBXz|wa4666431990-bzd|45.38|2024-05-30 18:59:56|Successful
wa4666431990-bzd-1717565088-nLkfj6|wa4666431990-bzd|2.28|2024-06-05 05:24:48|Successful
wa4666431990-bzd-1728772289-uu3ziG|wa4666431990-bzd|163.54|2024-10-12 22:31:29|Successful
wa4666431990-bzd-1725537846-a4Ec5a|wa4666431990-bzd|30.51|2024-09-05 12:04:06|Successful
wa4666431990-bzd-1736070399-HZKmys|wa4666431990-bzd|91.59|2025-01-05 09:46:39|Successful
wa4666431990-bzd-1708288495-dMtjkB|wa4666431990-bzd|114.52|2024-02-18 20:34:55|Successful
wa4666431990-bzd-1729402977-RPQrCc|wa4666431990-bzd|115.44|2024-10-20 05:42:57|Successful
wa4666431990-bzd-1730871035-6SgzIO|wa4666431990-bzd|84.73|2024-11-06 05:30:35|Successful
wa4666431990-bzd-1734166057-KnFAdm|wa4666431990-bzd|37.23|2024-12-14 08:47:37|Successful
wa4666431990-huf-1731550641-AzSEp6|wa4666431990-huf|79.73|2024-11-14 02:17:21|Successful
wa4666431990-huf-1722413320-yzVzFd|wa4666431990-huf|84.23|2024-07-31 08:08:40|Successful
wa4666431990-huf-1724613644-PV733B|wa4666431990-huf|152.01|2024-08-25 19:20:44|Successful
wa4666431990-huf-1729890342-bgW6gI|wa4666431990-huf|126.59|2024-10-25 21:05:42|Unsuccessful
wa4666431990-huf-1720647766-wh4AKp|wa4666431990-huf|193.81|2024-07-10 21:42:46|Successful
wa4666431990-huf-1729707624-18rUox|wa4666431990-huf|168.6|2024-10-23 18:20:24|Successful
wa4666431990-huf-1733249348-fTXY8I|wa4666431990-huf|99.94|2024-12-03 18:09:08|Successful
wa4666431990-huf-1732801265-KbYEXs|wa4666431990-huf|176.7|2024-11-28 13:41:05|Successful
wa4666431990-huf-1730230138-HzwMLK|wa4666431990-huf|83.91|2024-10-29 19:28:58|Successful
wa4666431990-huf-1732656440-QHS2T3|wa4666431990-huf|171.73|2024-11-26 21:27:20|Successful
wa4666431990-huf-1719618494-H6sCxp|wa4666431990-huf|75.97|2024-06-28 23:48:14|Successful
wa4666431990-huf-1714608378-3earGZ|wa4666431990-huf|14.54|2024-05-02 00:06:18|Successful
wa4666431990-huf-1718485449-M49GvQ|wa4666431990-huf|104.8|2024-06-15 21:04:09|Successful
wa4666431990-huf-1721466841-M8B2HE|wa4666431990-huf|167.09|2024-07-20 09:14:01|Successful
wa4666431990-huf-1721741147-sIT920|wa4666431990-huf|39.66|2024-07-23 13:25:47|Successful
wa4666431990-huf-1717566164-dRZwFY|wa4666431990-huf|193.44|2024-06-05 05:42:44|Successful
wa4666431990-huf-1720125682-rZ1FYz|wa4666431990-huf|39.7|2024-07-04 20:41:22|Successful
wa4666431990-huf-1720767839-NhtYhT|wa4666431990-huf|74.65|2024-07-12 07:03:59|Successful
wa4666431990-huf-1729341167-hH8mcY|wa4666431990-huf|171.71|2024-10-19 12:32:47|Successful
wa4666431990-huf-1734081228-vpbhW2|wa4666431990-huf|13.15|2024-12-13 09:13:48|Successful
wa4666431990-huf-1718872590-4kxxkD|wa4666431990-huf|2.94|2024-06-20 08:36:30|Successful
wa4666431990-huf-1732316813-AYkzxk|wa4666431990-huf|62.98|2024-11-22 23:06:53|Successful
wa4666431990-huf-1733751672-8aWXFz|wa4666431990-huf|148.72|2024-12-09 13:41:12|Successful
wa4666431990-huf-1724380846-FOCwZR|wa4666431990-huf|75.06|2024-08-23 02:40:46|Successful
wa4666431990-huf-1734303296-sBdaly|wa4666431990-huf|55.37|2024-12-15 22:54:56|Cancelled
wa4666431990-huf-1722756304-N0YU42|wa4666431990-huf|106.94|2024-08-04 07:25:04|Successful
wa4666431990-huf-1718371296-HsObeE|wa4666431990-huf|124.54|2024-06-14 13:21:36|Successful
wa4666431990-huf-1726654829-72Inlq|wa4666431990-huf|14.33|2024-09-18 10:20:29|Successful
wa4666431990-huf-1720714617-RFDDUS|wa4666431990-huf|84.72|2024-07-11 16:16:57|Successful
wa4666431990-huf-1729255101-TwKwg5|wa4666431990-huf|36.43|2024-10-18 12:38:21|Successful
wa4666431990-huf-1725449058-d0zWU6|wa4666431990-huf|97.11|2024-09-04 11:24:18|Successful
wa4666431990-huf-1736548761-tQlnsq|wa4666431990-huf|137.28|2025-01-10 22:39:21|Successful
wa4666431990-huf-1714109490-ybvZgn|wa4666431990-huf|107.46|2024-04-26 05:31:30|Successful
wa4666431990-huf-1715229293-BY3NSS|wa4666431990-huf|47.96|2024-05-09 04:34:53|Successful
wa4666431990-huf-1722808969-gl0EXl|wa4666431990-huf|167.84|2024-08-04 22:02:49|Cancelled
wa4666431990-huf-1722038286-Nq6MNM|wa4666431990-huf|22.32|2024-07-26 23:58:06|Successful
wa4666431990-huf-1721382321-dBSG3u|wa4666431990-huf|190.96|2024-07-19 09:45:21|Successful
wa4666431990-huf-1723024724-d0FfJ3|wa4666431990-huf|87.49|2024-08-07 09:58:44|Successful
wa4666431990-huf-1716852942-ewxHYs|wa4666431990-huf|13.78|2024-05-27 23:35:42|Successful
wa4666431990-huf-1727298653-OTWZCz|wa4666431990-huf|39.82|2024-09-25 21:10:53|Successful
wa4666431990-huf-1723773299-oKxeFY|wa4666431990-huf|75.59|2024-08-16 01:54:59|Cancelled
wa4666431990-huf-1721755400-k1oBKV|wa4666431990-huf|23.71|2024-07-23 17:23:20|Successful
wa4666431990-huf-1725958540-kvhEoI|wa4666431990-huf|19.52|2024-09-10 08:55:40|Successful
wa4666431990-huf-1721031685-u6Nuux|wa4666431990-huf|158.44|2024-07-15 08:21:25|Successful
wa4666431990-huf-1725344045-174Zs6|wa4666431990-huf|83.51|2024-09-03 06:14:05|Successful
wa4666431990-huf-1726195269-w8Rfb4|wa4666431990-huf|100.21|2024-09-13 02:41:09|Successful
wa4666431990-huf-1719157170-79qFLn|wa4666431990-huf|197.46|2024-06-23 15:39:30|Successful
wa4666431990-huf-1736373398-G8DxXH|wa4666431990-huf|49.26|2025-01-08 21:56:38|Successful
wa5182491977-vnd-1725359786-zttuHQ|wa5182491977-vnd|147.92|2024-09-03 10:36:26|Successful
wa5182491977-vnd-1733555751-DnMEbl|wa5182491977-vnd|196.44|2024-12-07 07:15:51|Successful
wa5182491977-vnd-1690965485-d5DLaL|wa5182491977-vnd|198.88|2023-08-02 08:38:05|Successful
wa5182491977-vnd-1707701317-lDZ9z9|wa5182491977-vnd|165.64|2024-02-12 01:28:37|Successful
wa5182491977-vnd-1701857543-EAlJfF|wa5182491977-vnd|19.41|2023-12-06 10:12:23|Successful
wa5182491977-vnd-1699649752-G9bV7Y|wa5182491977-vnd|108.68|2023-11-10 20:55:52|Successful
wa5182491977-vnd-1715657501-9KOBtL|wa5182491977-vnd|194.85|2024-05-14 03:31:41|Successful
wa5182491977-vnd-1725205690-f80qJ4|wa5182491977-vnd|46.32|2024-09-01 15:48:10|Successful
wa5182491977-vnd-1731810081-tIyhCW|wa5182491977-vnd|68.08|2024-11-17 02:21:21|Unsuccessful
wa5182491977-vnd-1692075124-uGNuZ5|wa5182491977-vnd|185.54|2023-08-15 04:52:04|Successful
wa5182491977-vnd-1734806790-M8nV9N|wa5182491977-vnd|100.38|2024-12-21 18:46:30|Successful
wa5182491977-vnd-1716408749-zLg0nH|wa5182491977-vnd|16.93|2024-05-22 20:12:29|Successful
wa5182491977-vnd-1692557359-JqaKCW|wa5182491977-vnd|49.39|2023-08-20 18:49:19|Successful
wa5182491977-vnd-1713043020-K3QrbC|wa5182491977-vnd|17.64|2024-04-13 21:17:00|Successful
wa5182491977-vnd-1703955316-RBXHTa|wa5182491977-vnd|63.78|2023-12-30 16:55:16|Successful
wa5182491977-vnd-1694952296-fgi8Ct|wa5182491977-vnd|179.35|2023-09-17 12:04:56|Successful
wa5182491977-vnd-1716850913-ZiUvM9|wa5182491977-vnd|142.93|2024-05-27 23:01:53|Successful
wa5182491977-vnd-1699655576-NhGZwa|wa5182491977-vnd|148.06|2023-11-10 22:32:56|Successful
wa5182491977-vnd-1730575550-diJuLB|wa5182491977-vnd|6.18|2024-11-02 19:25:50|Successful
wa5182491977-vnd-1717696261-F3tKlk|wa5182491977-vnd|95.2|2024-06-06 17:51:01|Successful
wa5182491977-vnd-1692170245-M2lIzY|wa5182491977-vnd|98.11|2023-08-16 07:17:25|Successful
wa5182491977-vnd-1720307801-ZSV7fb|wa5182491977-vnd|138.37|2024-07-06 23:16:41|Successful
wa5182491977-vnd-1716503312-CFT2nJ|wa5182491977-vnd|45.33|2024-05-23 22:28:32|Successful
wa5182491977-vnd-1686637722-3Eqhcw|wa5182491977-vnd|86.56|2023-06-13 06:28:42|Successful
wa5182491977-vnd-1695704197-2lko5y|wa5182491977-vnd|19.79|2023-09-26 04:56:37|Successful
wa5182491977-vnd-1702495846-BWio4e|wa5182491977-vnd|157.18|2023-12-13 19:30:46|Successful
wa5182491977-vnd-1695529231-JzLQwc|wa5182491977-vnd|68.0|2023-09-24 04:20:31|Successful
wa5182491977-vnd-1721809071-zjtU9F|wa5182491977-vnd|162.36|2024-07-24 08:17:51|Successful
wa5182491977-vnd-1711148572-NpdIYC|wa5182491977-vnd|194.27|2024-03-22 23:02:52|Successful
wa5182491977-vnd-1719398800-dnzDkI|wa5182491977-vnd|65.24|2024-06-26 10:46:40|Successful
wa5182491977-vnd-1719518048-gSbLaY|wa5182491977-vnd|19.15|2024-06-27 19:54:08|Cancelled
wa5182491977-vnd-1715308047-89oK8W|wa5182491977-vnd|149.52|2024-05-10 02:27:27|Successful
wa5182491977-vnd-1691838163-OTSt8P|wa5182491977-vnd|12.88|2023-08-12 11:02:43|Successful
wa5182491977-vnd-1693957628-N0IUdT|wa5182491977-vnd|42.0|2023-09-05 23:47:08|Successful
wa5182491977-vnd-1714384750-9tjMnw|wa5182491977-vnd|87.04|2024-04-29 09:59:10|Successful
wa5182491977-vnd-1705733422-ZPPbD0|wa5182491977-vnd|195.42|2024-01-20 06:50:22|Successful
wa5182491977-vnd-1702220673-m0VijF|wa5182491977-vnd|79.8|2023-12-10 15:04:33|Successful
wa5182491977-vnd-1703631580-lShWnX|wa5182491977-vnd|94.25|2023-12-26 22:59:40|Successful
wa5182491977-vnd-1697571904-d8dPDn|wa5182491977-vnd|148.42|2023-10-17 19:45:04|Successful
wa5182491977-vnd-1728733697-SAblPr|wa5182491977-vnd|54.37|2024-10-12 11:48:17|Successful
wa5182491977-vnd-1719947411-TcRpja|wa5182491977-vnd|101.09|2024-07-02 19:10:11|Successful
wa4109495801-ugx-1708455688-U4erDp|wa4109495801-ugx|9.99|2024-02-20 19:01:28|Successful
wa4109495801-ugx-1731642375-QyF69s|wa4109495801-ugx|10.79|2024-11-15 03:46:15|Successful
wa4109495801-ugx-1708656738-SHHq7Q|wa4109495801-ugx|32.85|2024-02-23 02:52:18|Successful
wa4109495801-ugx-1727861079-LOfFdR|wa4109495801-ugx|61.73|2024-10-02 09:24:39|Successful
wa4109495801-ugx-1721351165-htNdmj|wa4109495801-ugx|151.26|2024-07-19 01:06:05|Successful
wa4109495801-ugx-1707696513-gw53Ok|wa4109495801-ugx|78.04|2024-02-12 00:08:33|Successful
wa4109495801-ugx-1728745047-fkornl|wa4109495801-ugx|65.37|2024-10-12 14:57:27|Successful
wa4109495801-ugx-1736364128-kQVL5V|wa4109495801-ugx|85.59|2025-01-08 19:22:08|Successful
wa4109495801-ugx-1717780649-ztQyYH|wa4109495801-ugx|193.67|2024-06-07 17:17:29|Successful
wa4109495801-ugx-1726739718-3HibDm|wa4109495801-ugx|118.59|2024-09-19 09:55:18|Successful
wa4109495801-ugx-1706065320-NtgUsE|wa4109495801-ugx|126.51|2024-01-24 03:02:00|Successful
wa4109495801-ugx-1722151666-lNRJIT|wa4109495801-ugx|184.52|2024-07-28 07:27:46|Successful
wa4109495801-ugx-1721479485-YKfsc9|wa4109495801-ugx|130.13|2024-07-20 12:44:45|Cancelled
wa4109495801-ugx-1732374767-EaMJqb|wa4109495801-ugx|191.39|2024-11-23 15:12:47|Successful
wa4109495801-ugx-1708315839-P5Hb56|wa4109495801-ugx|141.93|2024-02-19 04:10:39|Successful
wa4109495801-ugx-1706419622-fjFPsV|wa4109495801-ugx|49.28|2024-01-28 05:27:02|Successful
wa4109495801-ugx-1710368429-XZOQxu|wa4109495801-ugx|88.38|2024-03-13 22:20:29|Successful
wa4109495801-ugx-1728838807-wIprmk|wa4109495801-ugx|4.98|2024-10-13 17:00:07|Successful
wa4109495801-ugx-1722903209-0ht78D|wa4109495801-ugx|11.47|2024-08-06 00:13:29|Successful
wa4109495801-ugx-1714832597-asujvS|wa4109495801-ugx|2.79|2024-05-04 14:23:17|Successful
wa0906670761-eur-1725014726-cpBxyt|wa0906670761-eur|100.7|2024-08-30 10:45:26|Successful
wa0906670761-eur-1731277181-9fJWFv|wa0906670761-eur|49.46|2024-11-10 22:19:41|Successful
wa0906670761-eur-1719703080-OjFW1Z|wa0906670761-eur|37.03|2024-06-29 23:18:00|Successful
wa0906670761-eur-1722635774-kGSTmx|wa0906670761-eur|58.59|2024-08-02 21:56:14|Successful
wa0906670761-eur-1735232053-wHWqQ8|wa0906670761-eur|133.77|2024-12-26 16:54:13|Successful
wa0906670761-eur-1734578456-eXybAJ|wa0906670761-eur|97.76|2024-12-19 03:20:56|Successful
wa0906670761-eur-1727554376-ngso9S|wa0906670761-eur|52.31|2024-09-28 20:12:56|Successful
wa0906670761-eur-1732368468-7YoTrU|wa0906670761-eur|198.67|2024-11-23 13:27:48|Successful
wa0906670761-eur-1718309676-iFM16J|wa0906670761-eur|40.16|2024-06-13 20:14:36|Successful
wa0906670761-eur-1729061458-LSaF8o|wa0906670761-eur|68.79|2024-10-16 06:50:58|Successful
wa0906670761-eur-1724559063-aJ9VX1|wa0906670761-eur|192.61|2024-08-25 04:11:03|Cancelled
wa0906670761-eur-1728072473-hPDQK5|wa0906670761-eur|32.31|2024-10-04 20:07:53|Successful
wa0906670761-eur-1729348483-LycLZS|wa0906670761-eur|186.08|2024-10-19 14:34:43|Successful
wa0906670761-eur-1730263116-eOizD9|wa0906670761-eur|118.26|2024-10-30 04:38:36|Successful
wa0906670761-eur-1736117320-ZAK8bm|wa0906670761-eur|21.03|2025-01-05 22:48:40|Successful
wa0906670761-eur-1735342174-sSnEoE|wa0906670761-eur|12.67|2024-12-27 23:29:34|Successful
wa0906670761-eur-1734084358-UuIH2U|wa0906670761-eur|117.08|2024-12-13 10:05:58|Successful
wa0906670761-eur-1733117185-LMBoFx|wa0906670761-eur|114.56|2024-12-02 05:26:25|Successful
wa0906670761-eur-1720979535-7g9NY6|wa0906670761-eur|165.46|2024-07-14 17:52:15|Successful
wa0906670761-eur-1725587673-aWJF6d|wa0906670761-eur|147.99|2024-09-06 01:54:33|Successful
wa0906670761-eur-1722222551-CPQKS5|wa0906670761-eur|191.66|2024-07-29 03:09:11|Successful
wa0906670761-eur-1727766416-osz7vQ|wa0906670761-eur|133.21|2024-10-01 07:06:56|Successful
wa0906670761-eur-1736216259-bHuMjg|wa0906670761-eur|137.44|2025-01-07 02:17:39|Successful
wa0906670761-eur-1726495832-RG8Eui|wa0906670761-eur|49.54|2024-09-16 14:10:32|Successful
wa0906670761-eur-1724354538-xAExfN|wa0906670761-eur|13.4|2024-08-22 19:22:18|Successful
wa0906670761-eur-1729560551-gniczI|wa0906670761-eur|44.25|2024-10-22 01:29:11|Successful
wa0906670761-eur-1720161423-yO9LQP|wa0906670761-eur|30.36|2024-07-05 06:37:03|Successful
wa0906670761-eur-1718823451-qm0KtX|wa0906670761-eur|73.97|2024-06-19 18:57:31|Successful
wa0906670761-eur-1718141306-LQihkx|wa0906670761-eur|65.57|2024-06-11 21:28:26|Successful
wa0906670761-eur-1717966608-11wXAK|wa0906670761-eur|16.73|2024-06-09 20:56:48|Successful
wa0906670761-eur-1733685636-QaYJ7y|wa0906670761-eur|173.38|2024-12-08 19:20:36|Successful
wa0906670761-eur-1724231018-cH8h9q|wa0906670761-eur|121.72|2024-08-21 09:03:38|Successful
wa0906670761-eur-1726424049-ztGumN|wa0906670761-eur|66.57|2024-09-15 18:14:09|Successful
wa0906670761-eur-1720506855-mbmHwV|wa0906670761-eur|146.33|2024-07-09 06:34:15|Unsuccessful
wa0906670761-eur-1717747645-IJgrai|wa0906670761-eur|184.81|2024-06-07 08:07:25|Successful
wa0906670761-eur-1720364024-QDVdZb|wa0906670761-eur|102.6|2024-07-07 14:53:44|Successful
wa0906670761-eur-1718529872-AqQr1X|wa0906670761-eur|58.43|2024-06-16 09:24:32|Successful
wa0906670761-eur-1720489443-bEE6xg|wa0906670761-eur|124.57|2024-07-09 01:44:03|Successful
wa0906670761-eur-1721134337-Cbe3wC|wa0906670761-eur|137.01|2024-07-16 12:52:17|Successful
wa0906670761-eur-1727755559-I0xTWs|wa0906670761-eur|55.75|2024-10-01 04:05:59|Successful
wa0906670761-eur-1719652152-oeGXmm|wa0906670761-eur|61.77|2024-06-29 09:09:12|Successful
wa0906670761-eur-1729053633-fzYdhw|wa0906670761-eur|4.85|2024-10-16 04:40:33|Successful
wa0906670761-eur-1731797714-7E7MGZ|wa0906670761-eur|93.72|2024-11-16 22:55:14|Successful
wa0906670761-eur-1728383528-UmhsvA|wa0906670761-eur|109.77|2024-10-08 10:32:08|Successful
wa0906670761-eur-1724667665-H3ZWgX|wa0906670761-eur|115.48|2024-08-26 10:21:05|Successful
wa0906670761-eur-1728990114-YPsuWa|wa0906670761-eur|101.73|2024-10-15 11:01:54|Successful
wa0906670761-eur-1727715092-g4GfsP|wa0906670761-eur|152.62|2024-09-30 16:51:32|Successful
wa0906670761-eur-1722026431-RV2Nrw|wa0906670761-eur|195.35|2024-07-26 20:40:31|Successful
wa4223312390-sos-1724265713-9YRtSJ|wa4223312390-sos|164.42|2024-08-21 18:41:53|Successful
wa4223312390-sos-1728046937-kcbPKe|wa4223312390-sos|77.71|2024-10-04 13:02:17|Successful
wa4223312390-sos-1714957664-nxFPpZ|wa4223312390-sos|8.33|2024-05-06 01:07:44|Successful
wa4223312390-sos-1709589700-VP2wWk|wa4223312390-sos|112.27|2024-03-04 22:01:40|Successful
wa4223312390-sos-1697846555-cfrhPS|wa4223312390-sos|25.8|2023-10-21 00:02:35|Successful
wa4223312390-sos-1726462619-zdhUyk|wa4223312390-sos|190.48|2024-09-16 04:56:59|Unsuccessful
wa4223312390-sos-1697100818-gBQg12|wa4223312390-sos|49.91|2023-10-12 08:53:38|Successful
wa4223312390-sos-1721947030-mAiarI|wa4223312390-sos|47.91|2024-07-25 22:37:10|Successful
wa4223312390-sos-1730177867-7xIHef|wa4223312390-sos|152.47|2024-10-29 04:57:47|Successful
wa4223312390-sos-1694547825-kvVNln|wa4223312390-sos|87.86|2023-09-12 19:43:45|Successful
wa4223312390-sos-1696291965-K60gMz|wa4223312390-sos|132.77|2023-10-03 00:12:45|Successful
wa4223312390-sos-1722975029-CqiRo0|wa4223312390-sos|43.6|2024-08-06 20:10:29|Successful
wa4223312390-sos-1720257233-kfhGWv|wa4223312390-sos|130.83|2024-07-06 09:13:53|Successful
wa4223312390-sos-1731879027-M18jA2|wa4223312390-sos|107.93|2024-11-17 21:30:27|Successful
wa4223312390-sos-1736227117-PU1RAO|wa4223312390-sos|141.04|2025-01-07 05:18:37|Successful
wa4223312390-sos-1732858359-7mnbir|wa4223312390-sos|9.02|2024-11-29 05:32:39|Successful
wa4223312390-sos-1720843960-zuPN2n|wa4223312390-sos|163.49|2024-07-13 04:12:40|Successful
wa4223312390-sos-1700032856-NgdBx6|wa4223312390-sos|119.59|2023-11-15 07:20:56|Successful
wa4223312390-sos-1702997086-QGLcEu|wa4223312390-sos|70.04|2023-12-19 14:44:46|Successful
wa4223312390-sos-1734766992-tViZRy|wa4223312390-sos|49.16|2024-12-21 07:43:12|Successful
wa4223312390-sos-1718706118-UU0VDK|wa4223312390-sos|70.34|2024-06-18 10:21:58|Successful
wa4223312390-sos-1728643801-Is8Big|wa4223312390-sos|119.5|2024-10-11 10:50:01|Cancelled
wa4223312390-sos-1694674110-gagA0R|wa4223312390-sos|198.67|2023-09-14 06:48:30|Successful
wa4223312390-sos-1702914116-DW1yQI|wa4223312390-sos|110.46|2023-12-18 15:41:56|Successful
wa4223312390-sos-1717108431-0Yn1dv|wa4223312390-sos|14.93|2024-05-30 22:33:51|Successful
wa4223312390-sos-1723085474-6eUbJ8|wa4223312390-sos|68.73|2024-08-08 02:51:14|Cancelled
wa4223312390-sos-1694692296-d1n9y0|wa4223312390-sos|40.58|2023-09-14 11:51:36|Successful
wa4223312390-sos-1702241494-zCGWUT|wa4223312390-sos|14.8|2023-12-10 20:51:34|Cancelled
wa4223312390-sos-1694674214-BKeYmZ|wa4223312390-sos|133.51|2023-09-14 06:50:14|Successful
wa4223312390-sos-1698098663-fWbmAM|wa4223312390-sos|193.11|2023-10-23 22:04:23|Successful
wa4223312390-sos-1729040205-SJKiBZ|wa4223312390-sos|94.79|2024-10-16 00:56:45|Successful
wa4223312390-sos-1703016335-R8owH7|wa4223312390-sos|8.78|2023-12-19 20:05:35|Successful
wa4223312390-sos-1693854492-DkFQMb|wa4223312390-sos|16.81|2023-09-04 19:08:12|Successful
wa4223312390-sos-1706618976-qO9Kaa|wa4223312390-sos|13.83|2024-01-30 12:49:36|Successful
wa4223312390-sos-1710501949-LOhhKW|wa4223312390-sos|156.55|2024-03-15 11:25:49|Successful
wa4223312390-sos-1725850503-iJRyop|wa4223312390-sos|124.4|2024-09-09 02:55:03|Successful
wa9401334807-bnd-1701297101-76rYmn|wa9401334807-bnd|60.63|2023-11-29 22:31:41|Successful
wa9401334807-bnd-1698259828-mjstJd|wa9401334807-bnd|115.61|2023-10-25 18:50:28|Successful
wa9401334807-bnd-1706788149-JySD13|wa9401334807-bnd|86.72|2024-02-01 11:49:09|Successful
wa9401334807-bnd-1720709601-oOFxyu|wa9401334807-bnd|149.55|2024-07-11 14:53:21|Successful
wa9401334807-bnd-1732879103-oNj7Bs|wa9401334807-bnd|122.86|2024-11-29 11:18:23|Successful
wa9401334807-bnd-1732334297-YwBBAU|wa9401334807-bnd|119.62|2024-11-23 03:58:17|Successful
wa9401334807-bnd-1734146615-EMuMIo|wa9401334807-bnd|46.56|2024-12-14 03:23:35|Successful
wa9401334807-bnd-1722224337-4cK05e|wa9401334807-bnd|53.92|2024-07-29 03:38:57|Successful
wa9401334807-bnd-1706469987-xQUzTb|wa9401334807-bnd|63.99|2024-01-28 19:26:27|Successful
wa9401334807-bnd-1715721793-J86sxH|wa9401334807-bnd|2.29|2024-05-14 21:23:13|Successful
wa9401334807-bnd-1727376703-dzNpyS|wa9401334807-bnd|91.51|2024-09-26 18:51:43|Successful
wa9401334807-bnd-1694289712-IGUnT7|wa9401334807-bnd|67.03|2023-09-09 20:01:52|Successful
wa9401334807-bnd-1722142731-YSJbPw|wa9401334807-bnd|118.75|2024-07-28 04:58:51|Successful
wa9401334807-bnd-1735251528-fkguhQ|wa9401334807-bnd|35.88|2024-12-26 22:18:48|Successful
wa9401334807-bnd-1714505414-ZB2z2c|wa9401334807-bnd|84.97|2024-04-30 19:30:14|Successful
wa9401334807-bnd-1714823005-h8N3vt|wa9401334807-bnd|65.72|2024-05-04 11:43:25|Successful
wa9401334807-bnd-1736355244-LehNHF|wa9401334807-bnd|184.25|2025-01-08 16:54:04|Successful
wa9401334807-bnd-1727391906-w1KxiW|wa9401334807-bnd|3.8|2024-09-26 23:05:06|Successful
wa9401334807-bnd-1701816786-z1iOCI|wa9401334807-bnd|10.66|2023-12-05 22:53:06|Successful
wa9401334807-bnd-1716700213-C3W0Ps|wa9401334807-bnd|43.6|2024-05-26 05:10:13|Successful
wa9401334807-bnd-1693870810-89ZKDJ|wa9401334807-bnd|19.03|2023-09-04 23:40:10|Successful
wa9401334807-bnd-1693387777-4yRbWQ|wa9401334807-bnd|187.5|2023-08-30 09:29:37|Successful
wa9401334807-bnd-1705458165-OllyYc|wa9401334807-bnd|104.24|2024-01-17 02:22:45|Successful
wa9401334807-bnd-1693189912-hpE4UX|wa9401334807-bnd|144.41|2023-08-28 02:31:52|Successful
wa9401334807-top-1713649145-76rrQ9|wa9401334807-top|104.24|2024-04-20 21:39:05|Successful
wa9401334807-top-1724132294-aT5cnS|wa9401334807-top|41.07|2024-08-20 05:38:14|Successful
wa9401334807-top-1722816386-Gsgzzi|wa9401334807-top|61.85|2024-08-05 00:06:26|Successful
wa9401334807-top-1733883532-jDaseg|wa9401334807-top|2.19|2024-12-11 02:18:52|Successful
wa9401334807-top-1727541599-Cq8GDC|wa9401334807-top|5.39|2024-09-28 16:39:59|Successful
wa9401334807-top-1717192601-NIDpdr|wa9401334807-top|193.67|2024-05-31 21:56:41|Successful
wa9401334807-top-1719076981-Xaj6gj|wa9401334807-top|32.31|2024-06-22 17:23:01|Successful
wa9401334807-top-1715604085-aqjjpU|wa9401334807-top|76.23|2024-05-13 12:41:25|Successful
wa9401334807-top-1718068128-HSOIz9|wa9401334807-top|6.1|2024-06-11 01:08:48|Successful
wa9401334807-top-1715953208-F1V2nT|wa9401334807-top|182.91|2024-05-17 13:40:08|Successful
wa9401334807-top-1736692280-oTyxXH|wa9401334807-top|57.34|2025-01-12 14:31:20|Successful
